result_type	original_text	perturbed_text	original_output	perturbed_output
Failed	audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie .	audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie .	1	1
Failed	just not campy enough	just not campy enough	0	0
Failed	a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .	a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .	1	1
Failed	a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .	a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .	1	1
Failed	a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .	a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .	1	1
Successful	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .	the gears of justice will continue to grind and the death report will be accompanied by the farm report.	1	0
Failed	an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .	an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .	1	1
Successful	i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal .	I've always dreamed of seeing Cannes, but after seeing the film, it wasn't such a big deal.	0	1
Successful	morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan .	the character, however, is almost completely dead, but the character is using her body and face.	1	0
Successful	rarely has leukemia looked so shimmering and benign .	never has the disease looked so good and gentle.	0	1
Successful	we have n't seen such hilarity since say it is n't so !	we haven't seen such a spectacle since we've been so silly!	1	0
Successful	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .	a painful story of bravery and complicity in the horrors of Auschwitz - that tries to tell the awful.	1	0
Failed	how do you spell cliché ?	how do you spell cliché ?	0	0
Failed	the script is n't very good ; not even someone as gifted as hoffman -lrb- the actor -rrb- can make it work .	the script is n't very good ; not even someone as gifted as hoffman -lrb- the actor -rrb- can make it work .	0	0
Failed	a giggle a minute .	a giggle a minute .	1	1
Successful	made with no discernible craft and monstrously sanctimonious in dealing with childhood loss .	it's a bit of a religious question, as well as a topic for the care of kids.	0	1
Successful	the only excitement comes when the credits finally roll and you get to leave the theater .	the excitement is when the credits roll, and you'll leave the theater.	0	1
Successful	maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy .	a haunting story of a detective, but the screenplay is a little less sexy than the romance of a smouldering story of the Unknown Past.	1	0
Failed	but this films lacks the passion required to sell the material .	but this films lacks the passion required to sell the material .	0	0
Successful	vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .	the film's technical expertise ends up being the price of a short film; he smoothes over difficult questions.	0	1
Successful	the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .	it's based on truth, but it feels like the real story has just begun.	0	1
Failed	corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless .	corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless .	1	1
Successful	huston nails both the glad-handing and the choking sense of hollow despair .	Huston's face of despair and a broken sense of despair.	1	0
Successful	in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .	it annoys me, but it's also difficult to offend, so I suspect it's not to offend too much.	0	1
Successful	nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle .	the film's brutally unsentimental approach...... leaves behind a disturbing but strangely effective movie.	0	1
